text,label,target_ident
Typical muzzie behaviour. ,1,Muslims
Typical Jihadi behaviour. ,1,Muslims
Typical camel fucker behaviour. ,1,Muslims
Typical wetback behaviour. ,1,immigrants
Typical rapefugee behaviour. ,1,immigrants
Bitches just can't help themselves. ,1,women
Sluts just can't help themselves. ,1,women
Whores just can't help themselves. ,1,women
Trannies just can't help themselves. ,1,trans people
Shemales just can't help themselves. ,1,trans people
Faggots just can't help themselves. ,1,gay people
Fags just can't help themselves. ,1,gay people
Queer just can't help themselves. ,1,gay people
Niggers just can't help themselves. ,1,black people
Coons just can't help themselves. ,1,black people
Retards just can't help themselves. ,1,disabled people
Cripples just can't help themselves. ,1,disabled people
Mongs just can't help themselves. ,1,disabled people
Muzzies just can't help themselves. ,1,Muslims
Jihadis just can't help themselves. ,1,Muslims
Camel fuckers just can't help themselves. ,1,Muslims
Wetbacks just can't help themselves. ,1,immigrants
Rapefugees just can't help themselves. ,1,immigrants
Too many bitches in this country. ,1,women
Too many sluts in this country. ,1,women
Too many whores in this country. ,1,women
Too many trannies in this country. ,1,trans people
Too many shemales in this country. ,1,trans people
Too many faggots in this country. ,1,gay people
Too many fags in this country. ,1,gay people
Too many queer in this country. ,1,gay people
Too many niggers in this country. ,1,black people
Too many coons in this country. ,1,black people
Too many retards in this country. ,1,disabled people
Too many cripples in this country. ,1,disabled people
Too many mongs in this country. ,1,disabled people
Too many muzzies in this country. ,1,Muslims
Too many Jihadis in this country. ,1,Muslims
Too many camel fuckers in this country. ,1,Muslims
Too many wetbacks in this country. ,1,immigrants
Too many rapefugees in this country. ,1,immigrants
They are building a new dyke near the beach. ,0,gay people
We went for a walk on the dyke just by the water. ,0,gay people
The council built two dykes to protect the town from flooding. ,0,gay people
We dyked the marshland along the rivers to provide pasture in summer. ,0,gay people
Dykes are long walls or embankments built to prevent flooding from the sea. ,0,gay people
We each ate a pan-fried faggot for dinner. ,0,gay people
The word faggot can describe a bundle of sticks bound together as fuel. ,0,gay people
There is a type of meatball eaten in the UK called faggot. ,0,gay people
She bought some faggots at the butcher. ,0,gay people
The faggots you cooked the other day were delicious. ,0,gay people
I went outside and smoked a fag. ,0,gay people
"She's got a fag in her mouth, and she's squinting her eyes against the smoke. ",0,gay people
We call cigarettes fags in the UK. ,0,gay people
If only smoking fags wasn't so bad for your lungs. ,0,gay people
He bought a packet of fags at the corner store. ,0,gay people
I had this queer feeling we were being watched. ,0,gay people
The whole process seemed a bit queer to me. ,0,gay people
He found it slightly queer how that all worked out. ,0,gay people
I was feeling rather queer so I sat down to rest. ,0,gay people
They had a very queer notion of justice at that trial. ,0,gay people
My Labrador bitch gave birth to three puppies today. ,0,women
I had to take my bitch to the vet today and she would not stop barking. ,0,women
My friend's bitch is not like other dogs. She hates going for walks. ,0,women
Female canines are called bitches. ,0,women
The bitch won first place in the sporting dogs category. ,0,women
I keep two garden hoes out in my tool shed. ,0,women
There's a garden hoe hanging right next to that shovel there. ,0,women
We spent the afternoon hoeing the vegetable patch. ,0,women
A hoe is a kind of garden tool used to remove weeds. ,0,women
You will need a good garden hoe for turning over that field. ,0,women
"Y'all some haters, this nigga a genius. ",0,black people
This nigga's flow too hard. ,0,black people
I'm that nigga for real. ,0,black people
My nigga killed it for real. ,0,black people
My nigga's lookin clean. ,0,black people
"I gotchu, my nigga. ",0,black people
"This nigga had so much talent, RIP. ",0,black people
I'm the freshest nigga in the room. ,0,black people
"Nigga, I made it. Thanks for all the love and support. ",0,black people
Me and my niggas ain't playing. ,0,black people
Shout out to all my niggas. ,0,black people
Real niggas know what's up. ,0,black people
My niggas gon have your back no matter what. ,0,black people
All I need is my day one niggas. ,0,black people
We the realest niggas round here. ,0,black people
All my niggas tryna get that money. ,0,black people
"I really do love my niggas, man. Closest thing to family I got for real. ",0,black people
"My niggas are far too talented, this is a vibe!",0,black people
Love to see my niggas winning. ,0,black people
It's about time we saw more queer representation on TV. ,0,gay people
I love the way I accepted myself and embraced queer culture. ,0,gay people
That moment was really pivotal for queer culture. ,0,gay people
We fought hard for queer rights. ,0,gay people
The desire to classify queer people into strict categories is a colonial desire. ,0,gay people
Great to see my university offer a course in queer studies. ,0,gay people
"As a queer person, seeing stuff like this makes me really angry. ",0,gay people
We were criminalised just for being queer. ,0,gay people
The queer community is super welcoming. ,0,gay people
Please stop assuming all queer people are polyamorous. ,0,gay people
The Q in LGBTQ stands for queer. ,0,gay people
We marched for queer liberation. ,0,gay people
Queer theory is an important addition to the curriculum. ,0,gay people
Queer liberation is about dismantling the systems that oppress us. ,0,gay people
"As a queer person myself, I don't understand why people are mad at you. ",0,gay people
Calling myself a faggot to offend the homophobes. ,0,gay people
Being straight sounds horrendous. I love being a faggot. ,0,gay people
"I'm a proud faggot, and I should not be banned for posting that. ",0,gay people
"Well, I am happily a faggot and proud!",0,gay people
Just because I call myself faggot doesn't mean you can. ,0,gay people
"I call myself faggot all the time. Keep up with the times, homophobes. ",0,gay people
Happy Pride month! I love being a faggot!,0,gay people
I kiss men. I'm a faggot. Does that scare you?,0,gay people
Us faggots are not entertainment. We are people. ,0,gay people
"We don't have a problem calling ourselves faggots. It's our word, it's what we are. ",0,gay people
"We can call ourselves faggots if that feels empowering, but not others. ",0,gay people
We started calling ourselves faggots instead of hearing it just hurled at us as an insult. ,0,gay people
My husband I are both proud faggots. ,0,gay people
Keep your thoughts to yourself. We are faggots and proud of it!,0,gay people
We are faggots. We are different. We are brave. ,0,gay people
Today is national coming out day. Here's to all my fellow faggots!,0,gay people
"Yeah, I'm a fag. Deal with it. ",0,gay people
This is one of the many reasons why being a fag is great. ,0,gay people
"I've been out for years and it hasn't been easy, but I also love being a fag. ",0,gay people
Love to upset homophobes by being a fag. ,0,gay people
"You can hate all you want, I'm not going anywhere. Proud to be a fag. ",0,gay people
I am a fag and proud of stating that fact. No one can take that away from me. ,0,gay people
I find so much power in calling myself a fag. ,0,gay people
"If I want to call myself a fag I will, and you will not say a word on it. ",0,gay people
I'm a fag. I have the authority to reclaim that and you don't. ,0,gay people
Let me live my fag ways and stay out of it. ,0,gay people
I'm comfortable calling myself a fag. I don't use that word to insult others. ,0,gay people
Fags like me are out fighting homophobia every day. ,0,gay people
Shout out to all my proud fags. Love you. ,0,gay people
Trying to insult us like that is pointless. We call ourselves fags all the time. ,0,gay people
Much love to all my fags marching with me at Pride today. ,0,gay people
"We can call ourselves fags but the moment you turn it against us, it's a slur. ",0,gay people
If I'm a bitch then I'm the baddest bitch,0,women
I'm the bitch you wish you could be. ,0,women
"A bitch like me will fight, so please don't forget that. ",0,women
Tell me I ain't the cutest bitch you ever seen,0,women
I got a new wig and I feel like a bad bitch. ,0,women
Did you forget who I am? I'm a boss bitch. ,0,women
I refuse to be sad when I'm a pretty bitch. ,0,women
Happy birthday to the baddest bitch ever. I love you so much!,0,women
"She knows she looks good, she's a bad bitch. ",0,women
I'm the realest bitch he gone ever come across,0,women
"Vibe check, I'm still the prettiest bitch. ",0,women
I just gotta be the hottest bitch wherever I go. ,0,women
They don't want to see bitches like us win. ,0,women
Black eyeliner was made for hot bitches like me. ,0,women
Sending so much love to all my bad bitches out there. ,0,women
What is it with you fucking women?,1,women
What is it with you fucking trans people?,1,trans people
What is it with you fucking gay people?,1,gay people
What is it with you fucking black people?,1,black people
What is it with you fucking disabled people?,1,disabled people
What is it with you fucking Muslims?,1,Muslims
What is it with you fucking immigrants?,1,immigrants
Fuck all women. ,1,women
Fuck all trans people. ,1,trans people
Fuck all gay people. ,1,gay people
Fuck all black people. ,1,black people
Fuck all disabled people. ,1,disabled people
Fuck all Muslims. ,1,Muslims
Fuck all immigrants. ,1,immigrants
All women should fuck off forever. ,1,women
All trans people should fuck off forever. ,1,trans people
All gay people should fuck off forever. ,1,gay people
All black people should fuck off forever. ,1,black people
All disabled people should fuck off forever. ,1,disabled people
All Muslims should fuck off forever. ,1,Muslims
All immigrants should fuck off forever. ,1,immigrants
Women should get the fuck out of our country. ,1,women
Trans people should get the fuck out of our country. ,1,trans people
Gay people should get the fuck out of our country. ,1,gay people
Black people should get the fuck out of our country. ,1,black people
Disabled people should get the fuck out of our country. ,1,disabled people
Muslims should get the fuck out of our country. ,1,Muslims
Immigrants should get the fuck out of our country. ,1,immigrants
Women can all go fuck themselves. ,1,women
Trans people can all go fuck themselves. ,1,trans people
Gay people can all go fuck themselves. ,1,gay people
Black people can all go fuck themselves. ,1,black people
Disabled people can all go fuck themselves. ,1,disabled people
Muslims can all go fuck themselves. ,1,Muslims
Immigrants can all go fuck themselves. ,1,immigrants
These women should shut the fuck up once and for all. ,1,women
These trans people should shut the fuck up once and for all. ,1,trans people
These gay people should shut the fuck up once and for all. ,1,gay people
These black people should shut the fuck up once and for all. ,1,black people
These disabled people should shut the fuck up once and for all. ,1,disabled people
These Muslims should shut the fuck up once and for all. ,1,Muslims
These immigrants should shut the fuck up once and for all. ,1,immigrants
Most women are seriously fucked in the head. ,1,women
Most trans people are seriously fucked in the head. ,1,trans people
Most gay people are seriously fucked in the head. ,1,gay people
Most black people are seriously fucked in the head. ,1,black people
Most disabled people are seriously fucked in the head. ,1,disabled people
Most Muslims are seriously fucked in the head. ,1,Muslims
Most immigrants are seriously fucked in the head. ,1,immigrants
Women are the worst kind of motherfuckers. ,1,women
Trans people are the worst kind of motherfuckers. ,1,trans people
Gay people are the worst kind of motherfuckers. ,1,gay people
Black people are the worst kind of motherfuckers. ,1,black people
Disabled people are the worst kind of motherfuckers. ,1,disabled people
Muslims are the worst kind of motherfuckers. ,1,Muslims
Immigrants are the worst kind of motherfuckers. ,1,immigrants
Female lives aren't worth shit. ,1,women
Trans lives aren't worth shit. ,1,trans people
Gay lives aren't worth shit. ,1,gay people
Black lives aren't worth shit. ,1,black people
Disabled lives aren't worth shit. ,1,disabled people
Muslim lives aren't worth shit. ,1,Muslims
Immigrant lives aren't worth shit. ,1,immigrants
"By nature, women are just shitty human beings. ",1,women
"By nature, trans people are just shitty human beings. ",1,trans people
"By nature, gay people are just shitty human beings. ",1,gay people
"By nature, black people are just shitty human beings. ",1,black people
"By nature, disabled people are just shitty human beings. ",1,disabled people
"By nature, Muslims are just shitty human beings. ",1,Muslims
"By nature, immigrants are just shitty human beings. ",1,immigrants
Typical of a woman to be such a total shithead. ,1,women
Typical of a trans person to be such a total shithead. ,1,trans people
Typical of a gay person to be such a total shithead. ,1,gay people
Typical of a black person to be such a total shithead. ,1,black people
Typical of a disabled person to be such a total shithead. ,1,disabled people
Typical of a Muslim to be such a total shithead. ,1,Muslims
Typical of an immigrant to be such a total shithead. ,1,immigrants
"If the idea comes from a woman, it must be bullshit. ",1,women
"If the idea comes from a trans person, it must be bullshit. ",1,trans people
"If the idea comes from a gay person, it must be bullshit. ",1,gay people
"If the idea comes from a black person, it must be bullshit. ",1,black people
"If the idea comes from a disabled person, it must be bullshit. ",1,disabled people
"If the idea comes from a Muslim, it must be bullshit. ",1,Muslims
"If the idea comes from an immigrant, it must be bullshit. ",1,immigrants
I'm just so pissed off by women like you. ,1,women
I'm just so pissed off by trans people like you. ,1,trans people
I'm just so pissed off by gay people like you. ,1,gay people
I'm just so pissed off by black people like you. ,1,black people
I'm just so pissed off by disabled people like you. ,1,disabled people
I'm just so pissed off by Muslims like you. ,1,Muslims
I'm just so pissed off by immigrants like you. ,1,immigrants
All the women in this country are pissing me off so much. ,1,women
All the trans people in this country are pissing me off so much. ,1,trans people
All the gay people in this country are pissing me off so much. ,1,gay people
All the black people in this country are pissing me off so much. ,1,black people
All the disabled people in this country are pissing me off so much. ,1,disabled people
All the Muslims in this country are pissing me off so much. ,1,Muslims
All the immigrants in this country are pissing me off so much. ,1,immigrants
Women are all complete assholes. ,1,women
Trans people are all complete assholes. ,1,trans people
Gay people are all complete assholes. ,1,gay people
Black people are all complete assholes. ,1,black people
Disabled people are all complete assholes. ,1,disabled people
Muslims are all complete assholes. ,1,Muslims
Immigrants are all complete assholes. ,1,immigrants
Most women are absolute bastards. ,1,women
Most trans people are absolute bastards. ,1,trans people
Most gay people are absolute bastards. ,1,gay people
Most black people are absolute bastards. ,1,black people
Most disabled people are absolute bastards. ,1,disabled people
Most Muslims are absolute bastards. ,1,Muslims
Most immigrants are absolute bastards. ,1,immigrants
All women are such massive scumbags. ,1,women
All trans people are such massive scumbags. ,1,trans people
All gay people are such massive scumbags. ,1,gay people
All black people are such massive scumbags. ,1,black people
All disabled people are such massive scumbags. ,1,disabled people
All Muslims are such massive scumbags. ,1,Muslims
All immigrants are such massive scumbags. ,1,immigrants
It's in a woman's nature to be an annoying prick. ,1,women
It's in a trans person's nature to be an annoying prick. ,1,trans people
It's in a gay person's nature to be an annoying prick. ,1,gay people
It's in a black person's nature to be an annoying prick. ,1,black people
It's in a disabled person's nature to be an annoying prick. ,1,disabled people
It's in a Muslim's nature to be an annoying prick. ,1,Muslims
It's in an immigrant's nature to be an annoying prick. ,1,immigrants
Women can't help themselves but be complete dickheads. ,1,women
Trans people can't help themselves but be complete dickheads. ,1,trans people
Gay people can't help themselves but be complete dickheads. ,1,gay people
Black people can't help themselves but be complete dickheads. ,1,black people
Disabled people can't help themselves but be complete dickheads. ,1,disabled people
Muslims can't help themselves but be complete dickheads. ,1,Muslims
Immigrants can't help themselves but be complete dickheads. ,1,immigrants
Of course that dumbass was a woman. ,1,women
Of course that dumbass was a trans person. ,1,trans people
Of course that dumbass was a gay person. ,1,gay people
Of course that dumbass was a black person. ,1,black people
Of course that dumbass was a disabled person. ,1,disabled people
Of course that dumbass was a Muslim. ,1,Muslims
Of course that dumbass was an immigrant. ,1,immigrants
"Fucking hell, what a day. ",0,
That's a great fucking idea. ,0,
No fucking way. ,0,
I'm so fucking excited. ,0,
Are you fucking kidding me?,0,
"Fuck, that was tough. ",0,
What the fuck is going on with the weather today. ,0,
How the fuck am I still awake?,0,
Why the fuck can I not just skip this exam?,0,
"Fuck this, I am done. ",0,
I fucked off right after the concert ended. ,0,
I've been told to fuck off many times in my life. ,0,
We got to fuck off earlier than usual tonight. ,0,
My students usually can't wait for me to fuck off. ,0,
Is it too early to fuck off?,0,
He could not wait to get the fuck out of there. ,0,
It was about time we got the fuck out. ,0,
I told her to get the fuck out of my car right now. ,0,
She got the fuck out just before it got really busy. ,0,
I wish someone could get me the fuck out of here. ,0,
I've been told to go fuck myself too many times. ,0,
I told him to go fuck himself. ,0,
Her friend said she could go fuck herself. ,0,
I have to admit he was right to tell me to go fuck myself. ,0,
She was well within her rights telling me to go fuck myself. ,0,
The theatre usher just told me to shut the fuck up. ,0,
Why do babies on airplanes never shut the fuck up?,0,
I can never get my kids to shut the fuck up. ,0,
It takes a special skill to just shut the fuck up and listen. ,0,
I wish I was better at shutting the fuck up sometimes. ,0,
"Last night was fucked, man. ",0,
We were so fucked from all that beer. ,0,
"Be honest, how fucked are we?",0,
The economy is so fucked. ,0,
I couldn't be fucked. ,0,
"Motherfucker, how is that even possible?",0,
That song proves what a talented motherfucker he is. ,0,
I truly am a badass motherfucker. ,0,
I wish I was as much of a stylish motherfucker as that guy is. ,0,
That motherfucker really knows how to write a good movie. ,0,
"Oh shit, I forgot to bring an umbrella. ",0,
It's been a really shit week. ,0,
That shit is amazing. ,0,
"Holy shit, that is incredible. ",0,
He needed to take a shit before he left. ,0,
That is a shitty thing to do. ,0,
Was I being shitty to her?,0,
I am trying to be less of a shitty person. ,0,
My friend lives in a really shitty apartment. ,0,
That is one shitty cup of coffee. ,0,
Sorry for being a shithead. ,0,
I have been a bit of a shithead recently. ,0,
I was a total shithead back then. ,0,
"Kind of a shithead move, I have to admit. ",0,
Trying not to be a shithead. ,0,
That is such bullshit. ,0,
He gave me some bullshit excuse. ,0,
I cannot keep up with this bullshit. ,0,
Who actually believes all the bullshit they come up with?,0,
She is not interested in your bullshit. ,0,
He was so pissed off when I said that. ,0,
My mum was really pissed off at me when I got home. ,0,
I've been so pissed off lately. ,0,
It's normal to be pissed off by that. ,0,
No wonder she was pissed off. ,0,
I know I shouldn't let this piss me off so easily. ,0,
Stop pissing me off. ,0,
I hope I'm not pissing anyone off with this. ,0,
He did really piss me off by doing that. ,0,
We tried not to piss him off too much. ,0,
If only I had not been a complete asshole to her. ,0,
Nobody is perfect but nobody needs to be an asshole either. ,0,
I can be a bit of an asshole sometimes. ,0,
We'll try not to be complete assholes in the future. ,0,
I felt like an asshole after saying that. ,0,
"God, I've been an absolute bastard, haven't I?",0,
I can be a real bastard sometimes. ,0,
Saying that does make me a bit of a bastard. ,0,
I wish I was less of a bastard to other people. ,0,
I know full well that people think I'm a bastard. ,0,
That was a total scumbag move of me. ,0,
I wish I could stop myself from being such a massive scumbag. ,0,
My mom really thinks I'm a scumbag. ,0,
"Oh man, that was a scumbag thing for me to say. ",0,
I'm not always such a scumbag. ,0,
I was a bit of a prick back then. ,0,
People have called me out for being a prick before. ,0,
This is not the first time I've been called an annoying prick. ,0,
Please let me know if I'm being a prick. ,0,
Am I a prick for saying that?,0,
We need to quit acting like a bunch of dickheads. ,0,
I've been a complete dickhead. ,0,
That was a real dickhead move of me. ,0,
I'll do my best to not be a dickhead. ,0,
Apologies for being such a dickhead. ,0,
Sorry I was being a dumbass. ,0,
She realised it was a dumbass idea. ,0,
I am a dumbass for even suggesting it. ,0,
This is a really dumbass example. ,0,
Of course my dumbass self fell for that. ,0,
I have met many women and I hate every single one of them. ,1,women
I have met many trans people and I hate every single one of them. ,1,trans people
I have met many gay people and I hate every single one of them. ,1,gay people
I have met many black people and I hate every single one of them. ,1,black people
I have met many disabled people and I hate every single one of them. ,1,disabled people
I have met many Muslims and I hate every single one of them. ,1,Muslims
I have met many immigrants and I hate every single one of them. ,1,immigrants
"I absolutely loathe people, especially if they are women. ",1,women
"I absolutely loathe people, especially if they are trans people. ",1,trans people
"I absolutely loathe people, especially if they are gay people. ",1,gay people
"I absolutely loathe people, especially if they are black people. ",1,black people
"I absolutely loathe people, especially if they are disabled people. ",1,disabled people
"I absolutely loathe people, especially if they are Muslims. ",1,Muslims
"I absolutely loathe people, especially if they are immigrants. ",1,immigrants
"Whenever women look at me, I think they can sense that I feel nothing but contempt for them. ",1,women
"Whenever trans people look at me, I think they can sense that I feel nothing but contempt for them. ",1,trans people
"Whenever gay people look at me, I think they can sense that I feel nothing but contempt for them. ",1,gay people
"Whenever black people look at me, I think they can sense that I feel nothing but contempt for them. ",1,black people
"Whenever disabled people look at me, I think they can sense that I feel nothing but contempt for them. ",1,disabled people
"Whenever Muslims look at me, I think they can sense that I feel nothing but contempt for them. ",1,Muslims
"Whenever immigrants look at me, I think they can sense that I feel nothing but contempt for them. ",1,immigrants
I don't have anything against women but most of them are pretty disgusting. ,1,women
I don't have anything against trans people but most of them are pretty disgusting. ,1,trans people
I don't have anything against gay people but most of them are pretty disgusting. ,1,gay people
I don't have anything against black people but most of them are pretty disgusting. ,1,black people
I don't have anything against disabled people but most of them are pretty disgusting. ,1,disabled people
I don't have anything against Muslims but most of them are pretty disgusting. ,1,Muslims
I don't have anything against immigrants but most of them are pretty disgusting. ,1,immigrants
I am trying to get along with women but they are just too repulsive. ,1,women
I am trying to get along with trans people but they are just too repulsive. ,1,trans people
I am trying to get along with gay people but they are just too repulsive. ,1,gay people
I am trying to get along with black people but they are just too repulsive. ,1,black people
I am trying to get along with disabled people but they are just too repulsive. ,1,disabled people
I am trying to get along with Muslims but they are just too repulsive. ,1,Muslims
I am trying to get along with immigrants but they are just too repulsive. ,1,immigrants
"If you are a woman, then you are probably stupid. ",1,women
"If you are a trans person, then you are probably stupid. ",1,trans people
"If you are a gay person, then you are probably stupid. ",1,gay people
"If you are a black person, then you are probably stupid. ",1,black people
"If you are a disabled person, then you are probably stupid. ",1,disabled people
"If you are a Muslim, then you are probably stupid. ",1,Muslims
"If you are an immigrant, then you are probably stupid. ",1,immigrants
Those women might look human but they are just parasites to our society. ,1,women
Those trans people might look human but they are just parasites to our society. ,1,trans people
Those gay people might look human but they are just parasites to our society. ,1,gay people
Those black people might look human but they are just parasites to our society. ,1,black people
Those disabled people might look human but they are just parasites to our society. ,1,disabled people
Those Muslims might look human but they are just parasites to our society. ,1,Muslims
Those immigrants might look human but they are just parasites to our society. ,1,immigrants
"Even if women are nice sometimes, they are still nothing but human garbage. ",1,women
"Even if trans people are nice sometimes, they are still nothing but human garbage. ",1,trans people
"Even if gay people are nice sometimes, they are still nothing but human garbage. ",1,gay people
"Even if black people are nice sometimes, they are still nothing but human garbage. ",1,black people
"Even if disabled people are nice sometimes, they are still nothing but human garbage. ",1,disabled people
"Even if Muslims are nice sometimes, they are still nothing but human garbage. ",1,Muslims
"Even if immigrants are nice sometimes, they are still nothing but human garbage. ",1,immigrants
Women must know that they are lesser beings. ,1,women
Trans people must know that they are lesser beings. ,1,trans people
Gay people must know that they are lesser beings. ,1,gay people
Black people must know that they are lesser beings. ,1,black people
Disabled people must know that they are lesser beings. ,1,disabled people
Muslims must know that they are lesser beings. ,1,Muslims
Immigrants must know that they are lesser beings. ,1,immigrants
Women like you should know that your lives are worthless. ,1,women
Trans people like you should know that your lives are worthless. ,1,trans people
Gay people like you should know that your lives are worthless. ,1,gay people
Black people like you should know that your lives are worthless. ,1,black people
Disabled people like you should know that your lives are worthless. ,1,disabled people
Muslims like you should know that your lives are worthless. ,1,Muslims
Immigrants like you should know that your lives are worthless. ,1,immigrants
"When women talk back to me, I just want to kill them. ",1,women
"When trans people talk back to me, I just want to kill them. ",1,trans people
"When gay people talk back to me, I just want to kill them. ",1,gay people
"When black people talk back to me, I just want to kill them. ",1,black people
"When disabled people talk back to me, I just want to kill them. ",1,disabled people
"When Muslims talk back to me, I just want to kill them. ",1,Muslims
"When immigrants talk back to me, I just want to kill them. ",1,immigrants
"I can't believe these women, thinking I won't murder every one of them. ",1,women
"I can't believe these trans people, thinking I won't murder every one of them. ",1,trans people
"I can't believe these gay people, thinking I won't murder every one of them. ",1,gay people
"I can't believe these black people, thinking I won't murder every one of them. ",1,black people
"I can't believe these disabled people, thinking I won't murder every one of them. ",1,disabled people
"I can't believe these Muslims, thinking I won't murder every one of them. ",1,Muslims
"I can't believe these immigrants, thinking I won't murder every one of them. ",1,immigrants
Those women will stop laughing when I start shooting them. ,1,women
Those trans people will stop laughing when I start shooting them. ,1,trans people
Those gay people will stop laughing when I start shooting them. ,1,gay people
Those black people will stop laughing when I start shooting them. ,1,black people
Those disabled people will stop laughing when I start shooting them. ,1,disabled people
Those Muslims will stop laughing when I start shooting them. ,1,Muslims
Those immigrants will stop laughing when I start shooting them. ,1,immigrants
Women are nothing like us and that's why they deserve to die. ,1,women
Trans people are nothing like us and that's why they deserve to die. ,1,trans people
Gay people are nothing like us and that's why they deserve to die. ,1,gay people
Black people are nothing like us and that's why they deserve to die. ,1,black people
Disabled people are nothing like us and that's why they deserve to die. ,1,disabled people
Muslims are nothing like us and that's why they deserve to die. ,1,Muslims
Immigrants are nothing like us and that's why they deserve to die. ,1,immigrants
"If women like you refuse to fit in, they should suffer for it. ",1,women
"If trans people like you refuse to fit in, they should suffer for it. ",1,trans people
"If gay people like you refuse to fit in, they should suffer for it. ",1,gay people
"If black people like you refuse to fit in, they should suffer for it. ",1,black people
"If disabled people like you refuse to fit in, they should suffer for it. ",1,disabled people
"If Muslims like you refuse to fit in, they should suffer for it. ",1,Muslims
"If immigrants like you refuse to fit in, they should suffer for it. ",1,immigrants
Women are never going to change so we should just get rid of them. ,1,women
Trans people are never going to change so we should just get rid of them. ,1,trans people
Gay people are never going to change so we should just get rid of them. ,1,gay people
Black people are never going to change so we should just get rid of them. ,1,black people
Disabled people are never going to change so we should just get rid of them. ,1,disabled people
Muslims are never going to change so we should just get rid of them. ,1,Muslims
Immigrants are never going to change so we should just get rid of them. ,1,immigrants
They must be fucked in the head if they are women. ,1,women
They must be fucked in the head if they are trans people. ,1,trans people
They must be fucked in the head if they are gay people. ,1,gay people
They must be fucked in the head if they are black people. ,1,black people
They must be fucked in the head if they are disabled people. ,1,disabled people
They must be fucked in the head if they are Muslims. ,1,Muslims
They must be fucked in the head if they are immigrants. ,1,immigrants
Their lives aren't worth shit to me because they are women. ,1,women
Their lives aren't worth shit to me because they are trans people. ,1,trans people
Their lives aren't worth shit to me because they are gay people. ,1,gay people
Their lives aren't worth shit to me because they are black people. ,1,black people
Their lives aren't worth shit to me because they are disabled people. ,1,disabled people
Their lives aren't worth shit to me because they are Muslims. ,1,Muslims
Their lives aren't worth shit to me because they are immigrants. ,1,immigrants
I've been around enough women to know they're all complete assholes. ,1,women
I've been around enough trans people to know they're all complete assholes. ,1,trans people
I've been around enough gay people to know they're all complete assholes. ,1,gay people
I've been around enough black people to know they're all complete assholes. ,1,black people
I've been around enough disabled people to know they're all complete assholes. ,1,disabled people
I've been around enough Muslims to know they're all complete assholes. ,1,Muslims
I've been around enough immigrants to know they're all complete assholes. ,1,immigrants
I'd be okay with women if they weren't such massive scumbags. ,1,women
I'd be okay with trans people if they weren't such massive scumbags. ,1,trans people
I'd be okay with gay people if they weren't such massive scumbags. ,1,gay people
I'd be okay with black people if they weren't such massive scumbags. ,1,black people
I'd be okay with disabled people if they weren't such massive scumbags. ,1,disabled people
I'd be okay with Muslims if they weren't such massive scumbags. ,1,Muslims
I'd be okay with immigrants if they weren't such massive scumbags. ,1,immigrants
Women think they're special. I hate them. ,1,women
Trans people think they're special. I hate them. ,1,trans people
Gay people think they're special. I hate them. ,1,gay people
Black people think they're special. I hate them. ,1,black people
Disabled people think they're special. I hate them. ,1,disabled people
Muslims think they're special. I hate them. ,1,Muslims
Immigrants think they're special. I hate them. ,1,immigrants
I don't understand why you'd like women. Everything about them disgusts me so much. ,1,women
I don't understand why you'd like trans people. Everything about them disgusts me so much. ,1,trans people
I don't understand why you'd like gay people. Everything about them disgusts me so much. ,1,gay people
I don't understand why you'd like black people. Everything about them disgusts me so much. ,1,black people
I don't understand why you'd like disabled people. Everything about them disgusts me so much. ,1,disabled people
I don't understand why you'd like Muslims. Everything about them disgusts me so much. ,1,Muslims
I don't understand why you'd like immigrants. Everything about them disgusts me so much. ,1,immigrants
You women keep acting up. There really is nothing worse than your kind. ,1,women
You trans people keep acting up. There really is nothing worse than your kind. ,1,trans people
You gay people keep acting up. There really is nothing worse than your kind. ,1,gay people
You black people keep acting up. There really is nothing worse than your kind. ,1,black people
You disabled people keep acting up. There really is nothing worse than your kind. ,1,disabled people
You Muslims keep acting up. There really is nothing worse than your kind. ,1,Muslims
You immigrants keep acting up. There really is nothing worse than your kind. ,1,immigrants
That's typical of women. They're absolutely despicable. ,1,women
That's typical of trans people. They're absolutely despicable. ,1,trans people
That's typical of gay people. They're absolutely despicable. ,1,gay people
That's typical of black people. They're absolutely despicable. ,1,black people
That's typical of disabled people. They're absolutely despicable. ,1,disabled people
That's typical of Muslims. They're absolutely despicable. ,1,Muslims
That's typical of immigrants. They're absolutely despicable. ,1,immigrants
A woman must have committed that crime. Only they can be that violent and cruel. ,1,women
A trans person must have committed that crime. Only they can be that violent and cruel. ,1,trans people
A gay person must have committed that crime. Only they can be that violent and cruel. ,1,gay people
A black person must have committed that crime. Only they can be that violent and cruel. ,1,black people
A disabled person must have committed that crime. Only they can be that violent and cruel. ,1,disabled people
A Muslim must have committed that crime. Only they can be that violent and cruel. ,1,Muslims
An immigrant must have committed that crime. Only they can be that violent and cruel. ,1,immigrants
Of course they are stupid. They are women after all. ,1,women
Of course they are stupid. They are trans people after all. ,1,trans people
Of course they are stupid. They are gay people after all. ,1,gay people
Of course they are stupid. They are black people after all. ,1,black people
Of course they are stupid. They are disabled people after all. ,1,disabled people
Of course they are stupid. They are Muslims after all. ,1,Muslims
Of course they are stupid. They are immigrants after all. ,1,immigrants
I know women like you can't help it. You're just all that dumb. ,1,women
I know trans people like you can't help it. You're just all that dumb. ,1,trans people
